Title,US Gross,US Gross Normz,Worldwide Gross,Worldwide Gross Normz,US DVD Sales,US DVD Sales Normz,MPAA Rating,MPAA Rating Quant,MPAA Rating Normz,Running Time (min),Running Time Normz,Distributor,Distributor Quant,Distributro Normz,Source, Source Quant,Source Normz,Major Genre,Major Genre Quant,Major Genre Normz,Rotten Tomatoes Rating,RT Rating Normz,IMDB Rating,IMDB Rating Normz,IMDB Votes,IMDB Votes Normz
Bulworth,26528684,0.034897928,29203383,0.010550617,0,0,R,7,0.857142857,107,0.346590909,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,75,0.747474747,6.8,0.692307692,15486,0.02980708
Rang De Basanti,2197694,0.00289051,29197694,0.010548562,0,0,Not Rated,3,0.285714286,108,0.352272727,UTV Communications,143,0.881987578,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,8.1,0.858974359,12116,0.023320585
The Object of my Affection,29145924,0.038340907,29145924,0.010529858,0,0,R,7,0.857142857,112,0.375,20th Century Fox,1,0,Based on Book/Short Story,1,0,Romantic Comedy,10,0.75,50,0.494949495,5.9,0.576923077,8492,0.016345197
Double Impact,29090445,0.038267924,29090445,0.010509815,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,8,0.070707071,4.7,0.423076923,10426,0.020067714
Far From Heaven,15901849,0.020918326,29027914,0.010487223,0,0,PG-13,6,0.714285714,108,0.352272727,Focus Features,42,0.254658385,Original Screenplay,15,0.777777778,Drama,7,0.5,89,0.888888889,7.5,0.782051282,20239,0.03895554
The New Guy,28972187,0.038112356,28972187,0.01046709,0,0,PG-13,6,0.714285714,88,0.238636364,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,7,0.060606061,5.4,0.512820513,14268,0.027462703
The Life of David Gale,19694635,0.025907736,28920188,0.010448303,0,0,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,20,0.191919192,7.3,0.756410256,37628,0.072425468
The Player,21706101,0.02855382,28876702,0.010432592,0,0,R,7,0.857142857,108,0.352272727,Fine Line,39,0.236024845,Based on Book/Short Story,1,0,Black Comedy,3,0.166666667,54,0.535353535,7.7,0.807692308,24451,0.047062696
"Girl, Interrupted",28871190,0.037979494,28871190,0.010430601,0,0,R,7,0.857142857,127,0.460227273,Sony Pictures,121,0.745341615,Based on Real Life Events,8,0.388888889,Drama,7,0.5,53,0.525252525,6.3,0.628205128,0,0
Boiler Room,16963963,0.022315537,28773637,0.010395356,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Drama,7,0.5,67,0.666666667,6.9,0.705128205,22979,0.044229426
Cidade de Deus,7563397,0.009949092,28763397,0.010391657,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,8.8,0.948717949,166897,0.321239325
Yu-Gi-Oh,19762690,0.025997263,28762690,0.010391401,0,0,PG,5,0.571428571,108,0.352272727,Warner Bros.,150,0.925465839,Based on TV,11,0.555555556,Adventure,2,0.083333333,54,0.535353535,6.3,0.628205128,0,0
Baby Boy,28734552,0.037799747,28734552,0.010381235,0,0,R,7,0.857142857,130,0.477272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Drama,7,0.5,69,0.686868687,6.1,0.602564103,4485,0.00863262
Agent Cody Banks 2: Destination London,23514247,0.030932436,28703083,0.010369866,0,0,PG,5,0.571428571,100,0.306818182,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,4.1,0.346153846,4063,0.007820365
American Psycho,15070285,0.019824404,28674417,0.01035951,0,0,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Based on Book/Short Story,1,0,Black Comedy,3,0.166666667,66,0.656565657,7.4,0.769230769,99424,0.19136892
Wrong Turn,15417771,0.020281522,28649556,0.010350528,0,0,R,7,0.857142857,108,0.352272727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Horror,8,0.583333333,40,0.393939394,5.8,0.564102564,119,0.000229048
W.,25534493,0.03359007,28575778,0.010323873,7871296,0.022324721,PG-13,6,0.714285714,131,0.482954545,Lionsgate,72,0.440993789,Based on Real Life Events,8,0.388888889,Drama,7,0.5,60,0.595959596,6.3,0.628205128,0,0
Swimfan,28563926,0.037575289,28563926,0.010319591,0,0,PG-13,6,0.714285714,86,0.227272727,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Drama,7,0.5,15,0.141414141,4.6,0.41025641,9577,0.018433579
The Out-of-Towners,28544120,0.037549234,28544120,0.010312435,0,0,PG-13,6,0.714285714,92,0.261363636,Paramount Pictures,96,0.590062112,Remake,16,0.833333333,Comedy,4,0.25,24,0.232323232,4.9,0.448717949,6338,0.01219923
Be Kind Rewind,11175164,0.014700372,28505302,0.010298411,5162454,0.014641851,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,65,0.646464646,6.6,0.666666667,42470,0.081745233
Heist,23483357,0.0308918,28483168,0.010290414,0,0,R,7,0.857142857,109,0.357954545,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Action,1,0,66,0.656565657,3.2,0.230769231,77,0.000148208
Go!,16875273,0.022198865,28383441,0.010254384,0,0,R,7,0.857142857,103,0.323863636,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,92,0.919191919,6.3,0.628205128,0,0
A Man for All Seasons,28350000,0.037293869,28350000,0.010242302,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,,19,1,,13,1,85,0.848484848,8.1,0.858974359,12460,0.023982708
Brooklyn's Finest,27163593,0.035733151,28319627,0.010231329,9300674,0.02637875,R,7,0.857142857,108,0.352272727,Overture Films,93,0.571428571,Remake,16,0.833333333,Thriller/Suspense,11,0.833333333,54,0.535353535,6.9,0.705128205,14034,0.027012305
Brown Sugar,27362712,0.035995092,28315272,0.010229756,0,0,PG-13,6,0.714285714,109,0.357954545,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,64,0.636363636,6,0.58974359,2745,0.00528351
The Shawshank Redemption,28241469,0.037151096,28241469,0.010203092,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,88,0.878787879,9.2,1,519541,1
Thunderbirds,6768055,0.00890282,28231444,0.01019947,0,0,PG,5,0.571428571,108,0.352272727,Universal,141,0.869565217,Based on TV,11,0.555555556,Adventure,2,0.083333333,19,0.181818182,4,0.333333333,5397,0.010388016
The Wizard of Oz,28202232,0.03709948,28202232,0.010188916,0,0,G,1,0,103,0.323863636,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Musical,9,0.666666667,54,0.535353535,8.3,0.884615385,102795,0.197857339
"20,000 Leagues Under the Sea",28200000,0.037096544,28200000,0.010188109,0,0,,8,1,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Adventure,2,0.083333333,92,0.919191919,6.3,0.628205128,0,0
Frost/Nixon,18622031,0.024496726,28144586,0.010168089,6677601,0.01893914,R,7,0.857142857,122,0.431818182,Universal,141,0.869565217,Based on Play,7,0.333333333,Drama,7,0.5,92,0.919191919,7.9,0.833333333,36366,0.069996401
Grosse Point Blank,28084357,0.036944416,28084357,0.010146329,0,0,R,7,0.857142857,106,0.340909091,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,54,0.535353535,7.4,0.769230769,41523,0.07992247
Loaded Weapon 1,27979399,0.036806343,27979399,0.010108409,0,0,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,5.7,0.551282051,17637,0.033947273
The Brothers,27457409,0.036119666,27958191,0.010100747,0,0,R,7,0.857142857,102,0.318181818,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,63,0.626262626,2.8,0.179487179,153,0.000294491
Friday,27467564,0.036133024,27936778,0.010093011,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,77,0.767676768,7,0.717948718,21623,0.041619429
2 For the Money,22991379,0.030244603,27848418,0.010061088,0,0,R,7,0.857142857,123,0.4375,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
An American Haunting,16298046,0.021439523,27844063,0.010059514,9905802,0.028095026,PG-13,6,0.714285714,108,0.352272727,Freestyle Releasing,46,0.279503106,Based on Book/Short Story,1,0,Horror,8,0.583333333,12,0.111111111,4.9,0.448717949,13510,0.026003723
Nurse Betty,25170054,0.03311065,27732366,0.01001916,0,0,R,7,0.857142857,110,0.363636364,USA Films,142,0.875776398,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,84,0.838383838,6.4,0.641025641,20354,0.039176889
Menace II Society,27731527,0.036480268,27731527,0.010018857,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Action,1,0,85,0.848484848,7.4,0.769230769,14807,0.028500157
Love and Basketball,27441122,0.03609824,27709625,0.010010944,0,0,PG-13,6,0.714285714,125,0.448863636,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Drama,7,0.5,81,0.808080808,6.7,0.679487179,5835,0.011231067
To Die For,21284514,0.027999222,27688744,0.0100034,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Black Comedy,3,0.166666667,87,0.868686869,6.8,0.692307692,18459,0.035529438
The Island of Dr. Moreau,27682712,0.036416052,27682712,0.010001221,0,0,PG-13,6,0.714285714,95,0.278409091,New Line,86,0.527950311,Based on Book/Short Story,1,0,Adventure,2,0.083333333,23,0.222222222,4.1,0.346153846,13770,0.026504164
Traitor,23530831,0.030954252,27664173,0.009994523,13547082,0.038422495,PG-13,6,0.714285714,113,0.380681818,Overture Films,93,0.571428571,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,61,0.606060606,7.1,0.730769231,22468,0.043245865
Wolf Creek,16186348,0.021292585,27649774,0.00998932,8898756,0.025238823,R,7,0.857142857,108,0.352272727,Weinstein Co.,153,0.944099379,Based on Real Life Events,8,0.388888889,Horror,8,0.583333333,54,0.535353535,6.3,0.628205128,22594,0.043488387
Goal!,4283255,0.005634066,27610873,0.009975266,12616824,0.035784079,PG,5,0.571428571,121,0.426136364,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.9,0.705128205,16809,0.032353558
Michael Collins,11092559,0.014591705,27572844,0.009961527,0,0,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on Real Life Events,8,0.388888889,Drama,7,0.5,77,0.767676768,6.9,0.705128205,11805,0.02272198
Air Bud,24646936,0.032422488,27555061,0.009955102,0,0,PG,5,0.571428571,97,0.289772727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,45,0.444444444,4.6,0.41025641,4698,0.009042597
Tailor of Panama,13491653,0.017747713,27491653,0.009932194,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,54,0.535353535,6.3,0.628205128,0,0
Poetic Justice,27450453,0.036110515,27450453,0.009917309,0,0,,8,1,108,0.352272727,Sony/Columbia,123,0.757763975,Original Screenplay,15,0.777777778,Drama,7,0.5,36,0.353535354,5.1,0.474358974,3689,0.007100498
Dune,27447471,0.036106592,27447471,0.009916231,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Action,1,0,62,0.616161616,6.5,0.653846154,38489,0.0740827
The Upside of Anger,18761993,0.024680846,27361993,0.009885349,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,7,0.717948718,12317,0.023707465
The Muppet Christmas Carol,27281507,0.035888266,27281507,0.009856271,0,0,,8,1,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on TV,11,0.555555556,Comedy,4,0.25,67,0.666666667,7.5,0.782051282,10853,0.020889593
Dark City,14435076,0.018988786,27257061,0.009847439,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,77,0.767676768,7.8,0.820512821,62991,0.121243559
Baby Geniuses,27151490,0.035717229,27151490,0.009809297,0,0,PG,5,0.571428571,94,0.272727273,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,2,0.01010101,2.2,0.102564103,9038,0.017396125
The Cave,15007991,0.019742456,27147991,0.009808033,0,0,PG-13,6,0.714285714,108,0.352272727,Sony/Screen Gems,124,0.763975155,Original Screenplay,15,0.777777778,Horror,8,0.583333333,12,0.111111111,4.8,0.435897436,13025,0.025070206
Flash Gordon,27107960,0.035659965,27107960,0.009793571,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,81,0.808080808,6.2,0.615384615,14894,0.028667612
The Story of Us,27100030,0.035649533,27100030,0.009790706,0,0,R,7,0.857142857,74,0.159090909,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,28,0.272727273,5.6,0.538461538,10720,0.020633598
Fast Times at Ridgemont High,27092880,0.035640128,27092880,0.009788123,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Comedy,4,0.25,80,0.797979798,7.2,0.743589744,31362,0.060364822
The Big Hit,27066941,0.035606005,27066941,0.009778751,0,0,R,7,0.857142857,91,0.255681818,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,41,0.404040404,5.8,0.564102564,14157,0.027249053
The Musketeer,27053815,0.035588738,27053815,0.009774009,0,0,PG-13,6,0.714285714,104,0.329545455,Universal,141,0.869565217,Based on Book/Short Story,1,0,Adventure,2,0.083333333,10,0.090909091,4.4,0.384615385,7812,0.015036349
Doogal,7578946,0.009969547,26942802,0.009733901,0,0,G,1,0,108,0.352272727,Weinstein Co.,153,0.944099379,Based on TV,11,0.555555556,Adventure,2,0.083333333,54,0.535353535,2.5,0.141025641,2709,0.005214218
Spy Hard,26936265,0.035434101,26936265,0.00973154,0,0,PG-13,6,0.714285714,81,0.198863636,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,7,0.060606061,4.7,0.423076923,12682,0.024410008
Tron,26918576,0.035410831,26918576,0.009725149,0,0,,8,1,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Action,1,0,68,0.676767677,2.9,0.192307692,923,0.001776568
Eye for an Eye,26792700,0.035245241,26792700,0.009679672,0,0,R,7,0.857142857,101,0.3125,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,54,0.535353535,5.7,0.551282051,4837,0.009310141
Sorority Row,11965282,0.015739772,26735797,0.009659113,1350584,0.003830552,R,7,0.857142857,108,0.352272727,Summit Entertainment,128,0.788819876,Remake,16,0.833333333,Horror,8,0.583333333,22,0.212121212,5.1,0.474358974,7097,0.013660135
One True Thing,23337196,0.030699525,26708196,0.009649142,0,0,R,7,0.857142857,127,0.460227273,Universal,141,0.869565217,Based on Book/Short Story,1,0,Drama,7,0.5,88,0.878787879,6.9,0.705128205,5591,0.010761422
Timeline,19480739,0.025626356,26703184,0.009647331,0,0,PG-13,6,0.714285714,108,0.352272727,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Adventure,2,0.083333333,11,0.101010101,5.3,0.5,19318,0.037182821
Event Horizon,26673242,0.035088094,26673242,0.009636513,0,0,R,7,0.857142857,95,0.278409091,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Horror,8,0.583333333,21,0.202020202,6.3,0.628205128,44671,0.085981665
Oliver Twist,2070920,0.002723739,26670920,0.009635674,0,0,PG-13,6,0.714285714,108,0.352272727,Sony/TriStar,125,0.770186335,Based on Book/Short Story,1,0,Drama,7,0.5,59,0.585858586,7,0.717948718,10748,0.020687491
Blast from the Past,26613620,0.035009661,26613620,0.009614973,0,0,PG-13,6,0.714285714,111,0.369318182,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,60,0.595959596,6.4,0.641025641,23243,0.044737566
Ghost Town,13252641,0.017433293,26612350,0.009614514,7574314,0.021482415,PG-13,6,0.714285714,102,0.318181818,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,85,0.848484848,4.7,0.423076923,310,0.000596681
Igor,19528188,0.025688775,26608350,0.009613069,12361783,0.035060727,PG,5,0.571428571,86,0.227272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,35,0.343434343,6,0.58974359,6614,0.012730468
Glory,26593580,0.034983298,26593580,0.009607732,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Action,1,0,93,0.929292929,8,0.846153846,56427,0.10860933
The Texas Chainsaw Massacre,26572439,0.034955487,26572439,0.009600095,0,0,R,7,0.857142857,108,0.352272727,New Line,86,0.527950311,,19,1,Horror,8,0.583333333,90,0.898989899,6.1,0.602564103,39172,0.075397322
Harriet the Spy,26570048,0.034952342,26570048,0.009599231,0,0,PG,5,0.571428571,101,0.3125,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Adventure,2,0.083333333,45,0.444444444,5.8,0.564102564,2963,0.005703111
Conan the Destroyer,26400000,0.034728644,26400000,0.009537795,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Action,1,0,29,0.282828283,5.4,0.512820513,20368,0.039203836
The Box,15051977,0.01980032,26341896,0.009516803,3907625,0.011082881,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,45,0.444444444,6.8,0.692307692,418,0.000804556
The Whole Ten Yards,16323969,0.021473625,26323969,0.009510326,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Comedy,4,0.25,4,0.03030303,5.1,0.474358974,20807,0.040048812
Dumb and Dumberer: When Harry Met Lloyd,26214846,0.034485074,26214846,0.009470901,0,0,PG-13,6,0.714285714,85,0.221590909,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,10,0.090909091,3.3,0.243589744,14813,0.028511706
Blood Work,26199517,0.034464909,26199517,0.009465363,0,0,R,7,0.857142857,110,0.363636364,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,54,0.535353535,6.3,0.628205128,16751,0.032241921
The New World,12712093,0.016722202,26184400,0.009459902,8200002,0.023257003,PG-13,6,0.714285714,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,60,0.595959596,6.9,0.705128205,33248,0.063994949
"Couloirs du temps: Les visiteurs 2, Les",146072,0.000191601,26146072,0.009446054,0,0,,8,1,108,0.352272727,,162,1,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,0,0
Appaloosa,20211394,0.026587533,26111394,0.009433525,10698987,0.030344673,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Western,12,0.916666667,76,0.757575758,6.8,0.692307692,22836,0.043954183
The Elephant Man,26010864,0.034216736,26010864,0.009397205,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,91,0.909090909,8.4,0.897435897,58194,0.112010409
Do the Right Thing,26004026,0.03420774,26004026,0.009394735,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,98,0.97979798,7.9,0.833333333,26877,0.051732202
The Cotton Club,25928721,0.034108676,25928721,0.009367528,0,0,,8,1,108,0.352272727,Orion Pictures,91,0.559006211,Original Screenplay,15,0.777777778,Drama,7,0.5,74,0.737373737,6.3,0.628205128,6940,0.013357945
Clerks II,24148068,0.031766227,25894473,0.009355155,26411041,0.074907502,R,7,0.857142857,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,63,0.626262626,7.7,0.807692308,56668,0.109073201
Carrie,25878153,0.034042154,25878153,0.009349259,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Horror,8,0.583333333,90,0.898989899,7.4,0.769230769,38767,0.074617788
All About the Benjamins,25482931,0.03352224,25873145,0.009347449,0,0,R,7,0.857142857,95,0.278409091,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,29,0.282828283,5.3,0.5,4366,0.008403572
Rollerball,18990542,0.024981502,25852508,0.009339994,0,0,PG-13,6,0.714285714,108,0.352272727,MGM,80,0.49068323,Remake,16,0.833333333,Action,1,0,3,0.02020202,2.8,0.179487179,13827,0.026613876
Shadowlands,25842377,0.033995091,25842377,0.009336333,0,0,R,7,0.857142857,108,0.352272727,Savoy,116,0.714285714,Based on Play,7,0.333333333,Drama,7,0.5,96,0.95959596,7.4,0.769230769,7689,0.014799602
Ice Princess,24381334,0.032073089,25732334,0.009296576,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,52,0.515151515,6,0.58974359,7106,0.013677458
From Dusk Till Dawn,25728961,0.033845892,25728961,0.009295358,0,0,R,7,0.857142857,107,0.346590909,Miramax/Dimension,82,0.50310559,Original Screenplay,15,0.777777778,Horror,8,0.583333333,63,0.626262626,7.1,0.730769231,80234,0.15443247
The Outsiders,25697647,0.033804699,25697647,0.009284045,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,65,0.646464646,7,0.717948718,23607,0.045438185
Jonah: A VeggieTales Movie,25571351,0.033638556,25606175,0.009250997,0,0,G,1,0,82,0.204545455,Artisan,10,0.055900621,Based on Short Film,9,0.444444444,Adventure,2,0.083333333,54,0.535353535,6.3,0.628205128,1704,0.003279818
Halloween II,25533818,0.033589182,25533818,0.009224855,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,,19,1,Horror,8,0.583333333,27,0.262626263,4.9,0.448717949,12197,0.023476492
Desperado,25532388,0.0335873,25532388,0.009224339,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,61,0.606060606,7,0.717948718,51515,0.099154831
A Nightmare on Elm Street,25504513,0.033550631,25504513,0.009214268,0,0,,8,1,108,0.352272727,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Horror,8,0.583333333,95,0.949494949,5.3,0.5,12554,0.024163637
Escape from L.A.,25426861,0.03344848,25426861,0.009186213,0,0,R,7,0.857142857,101,0.3125,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Action,1,0,56,0.555555556,5.3,0.5,23262,0.044774137
Can't Hardly Wait,25358996,0.033359203,25358996,0.009161695,0,0,PG-13,6,0.714285714,98,0.295454545,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,44,0.434343434,6.2,0.615384615,19470,0.037475387
"Lock, Stock and Two Smoking Barrels",3897569,0.005126696,25297569,0.009139502,0,0,R,7,0.857142857,108,0.352272727,Gramercy,53,0.322981366,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,54,0.535353535,6.3,0.628205128,0,0
Escape from New York,25244700,0.033208847,25244700,0.009120401,0,0,,8,1,108,0.352272727,Avco Embassy,15,0.086956522,Original Screenplay,15,0.777777778,Action,1,0,82,0.818181818,7.1,0.730769231,34497,0.066398994
Cursed,19294901,0.025381886,25114901,0.009073507,0,0,PG-13,6,0.714285714,108,0.352272727,Miramax/Dimension,82,0.50310559,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,4.8,0.435897436,14425,0.027764892
Midnight in the Garden of Good and Evil,25078937,0.032990786,25078937,0.009060513,0,0,R,7,0.857142857,155,0.619318182,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,50,0.494949495,6.5,0.653846154,18960,0.036493751
The Wood,25059640,0.0329654,25059640,0.009053542,0,0,R,7,0.857142857,106,0.340909091,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Comedy,4,0.25,61,0.606060606,6.1,0.602564103,3224,0.006205478
Wyatt Earp,25052000,0.03295535,25052000,0.009050781,0,0,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Based on Real Life Events,8,0.388888889,Western,12,0.916666667,42,0.414141414,6.4,0.641025641,15614,0.030053451
Mommie Dearest,19032000,0.02503604,25032000,0.009043556,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,57,0.565656566,6.3,0.628205128,4905,0.009441026
Exorcist II: The Heretic,25011000,0.032901414,25011000,0.009035969,0,0,,8,1,108,0.352272727,,162,1,,19,1,Horror,8,0.583333333,54,0.535353535,3.5,0.269230769,7849,0.015107566
Some Like it Hot,25000000,0.032886944,25000000,0.009031995,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,97,0.96969697,8.3,0.884615385,67157,0.129262176
Logan's Run,25000000,0.032886944,25000000,0.009031995,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,70,0.696969697,6.7,0.679487179,14947,0.028769625
The Stewardesses,13500000,0.017758694,25000000,0.009031995,0,0,,8,1,108,0.352272727,,162,1,,19,1,,13,1,54,0.535353535,4.3,0.371794872,86,0.000165531
Catch-22,24911670,0.032770746,24911670,0.009000082,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Comedy,4,0.25,87,0.868686869,7.1,0.730769231,9671,0.018614508
Seed of Chucky,17016190,0.022384242,24716190,0.008929458,0,0,R,7,0.857142857,108,0.352272727,Focus/Rogue Pictures,43,0.260869565,Original Screenplay,15,0.777777778,Horror,8,0.583333333,32,0.313131313,5.1,0.474358974,9897,0.019049507
Mad Max 2: The Road Warrior,24600832,0.032361838,24600832,0.008887781,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,,19,1,Action,1,0,54,0.535353535,6.3,0.628205128,0,0
The Apartment,18600000,0.024467744,24600000,0.00888748,0,0,,8,1,108,0.352272727,United Artists,139,0.857142857,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,91,0.909090909,8.4,0.897435897,36485,0.070225449
Punch-Drunk Love,17791031,0.023403545,24591031,0.00888424,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,79,0.787878788,7.4,0.769230769,49786,0.095826893
Joe Somebody,22770864,0.029954516,24515990,0.008857129,0,0,PG,5,0.571428571,98,0.295454545,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,19,0.181818182,5.3,0.5,5313,0.010226334
In the Valley of Elah,6777741,0.008915562,24489150,0.008847432,3182650,0.009026693,R,7,0.857142857,120,0.420454545,Warner Bros.,150,0.925465839,Based on Real Life Events,8,0.388888889,Drama,7,0.5,73,0.727272727,7.4,0.769230769,27529,0.052987156
